Date,Max Temp,Min Temp,Rain
20/11/1966,56,47,TRUE
21/11/1966,50,36,TRUE
22/11/1966,45,36,TRUE
23/11/1966,47,43,TRUE
24/11/1966,49,43,FALSE
25/11/1966,49,37,TRUE
26/11/1966,46,37,FALSE
27/11/1966,50,40,TRUE
28/11/1966,54,44,TRUE
29/11/1966,49,43,TRUE
30/11/1966,52,47,TRUE
01/12/1966,54,46,TRUE
02/12/1966,51,43,TRUE
03/12/1966,52,42,TRUE
04/12/1966,52,37,TRUE
05/12/1966,46,38,TRUE
06/12/1966,47,35,TRUE
07/12/1966,37,32,TRUE
08/12/1966,38,33,FALSE
09/12/1966,43,34,TRUE
10/12/1966,51,39,TRUE
11/12/1966,51,45,TRUE
12/12/1966,53,44,TRUE
13/12/1966,53,43,TRUE
14/12/1966,48,41,TRUE
15/12/1966,51,43,TRUE
16/12/1966,51,47,TRUE
17/12/1966,51,47,TRUE
18/12/1966,51,47,TRUE
19/12/1966,50,46,TRUE
20/12/1966,47,41,TRUE
21/12/1966,44,37,FALSE
22/12/1966,51,36,FALSE
23/12/1966,47,40,TRUE
24/12/1966,45,40,TRUE
25/12/1966,41,38,TRUE
26/12/1966,41,30,FALSE
27/12/1966,38,29,FALSE
28/12/1966,45,36,TRUE
29/12/1966,48,39,TRUE
30/12/1966,45,38,FALSE
31/12/1966,48,41,TRUE
01/01/1967,46,36,FALSE
02/01/1967,46,37,TRUE
03/01/1967,46,41,TRUE
04/01/1967,42,32,TRUE
05/01/1967,37,32,FALSE
06/01/1967,40,35,TRUE
07/01/1967,46,37,TRUE
08/01/1967,50,44,TRUE
09/01/1967,47,40,FALSE
10/01/1967,49,40,TRUE
11/01/1967,47,43,TRUE
12/01/1967,47,41,TRUE
13/01/1967,50,44,TRUE
14/01/1967,51,47,TRUE
15/01/1967,50,42,TRUE
16/01/1967,47,37,FALSE
17/01/1967,42,36,FALSE
18/01/1967,42,33,TRUE
19/01/1967,46,42,TRUE
20/01/1967,46,39,TRUE
21/01/1967,42,34,TRUE
22/01/1967,46,34,TRUE
23/01/1967,42,35,TRUE
24/01/1967,46,34,FALSE
25/01/1967,46,38,TRUE
26/01/1967,51,40,TRUE
27/01/1967,51,46,TRUE
28/01/1967,56,47,TRUE
29/01/1967,54,39,TRUE
30/01/1967,45,33,FALSE
31/01/1967,42,29,FALSE
01/02/1967,46,35,TRUE
02/02/1967,50,42,TRUE
03/02/1967,51,46,TRUE
04/02/1967,52,39,TRUE
05/02/1967,48,33,FALSE
06/02/1967,47,32,FALSE
07/02/1967,47,35,FALSE
08/02/1967,48,33,FALSE
09/02/1967,47,43,TRUE
10/02/1967,50,41,FALSE
11/02/1967,49,41,TRUE
12/02/1967,46,43,TRUE
13/02/1967,44,34,TRUE
14/02/1967,44,33,TRUE
15/02/1967,45,38,TRUE
16/02/1967,46,39,FALSE
17/02/1967,49,39,TRUE
18/02/1967,47,36,TRUE
19/02/1967,47,30,FALSE
20/02/1967,50,30,FALSE
21/02/1967,49,35,FALSE
22/02/1967,49,35,FALSE
23/02/1967,55,37,FALSE
24/02/1967,51,35,FALSE
25/02/1967,49,37,TRUE
26/02/1967,51,35,FALSE
27/02/1967,56,39,FALSE
28/02/1967,50,39,TRUE
01/03/1967,42,37,TRUE
02/03/1967,47,33,TRUE
03/03/1967,46,33,FALSE
04/03/1967,49,28,FALSE
05/03/1967,53,30,FALSE
06/03/1967,47,35,FALSE
07/03/1967,49,33,FALSE
08/03/1967,45,39,TRUE
09/03/1967,42,35,TRUE
10/03/1967,45,34,TRUE
11/03/1967,46,31,FALSE
12/03/1967,47,28,FALSE
13/03/1967,45,28,TRUE
14/03/1967,47,35,TRUE
15/03/1967,49,42,TRUE
16/03/1967,55,40,TRUE
17/03/1967,52,40,TRUE
18/03/1967,49,36,FALSE
19/03/1967,52,34,TRUE
20/03/1967,52,42,TRUE
21/03/1967,54,42,TRUE
22/03/1967,54,45,TRUE
23/03/1967,52,37,TRUE
24/03/1967,47,39,TRUE
25/03/1967,48,39,TRUE
26/03/1967,48,39,TRUE
27/03/1967,48,38,FALSE
28/03/1967,43,36,TRUE
29/03/1967,46,35,TRUE
30/03/1967,47,33,FALSE
31/03/1967,50,39,FALSE
01/04/1967,56,40,FALSE
02/04/1967,61,36,FALSE
03/04/1967,62,36,FALSE
04/04/1967,50,42,TRUE
05/04/1967,55,41,TRUE
06/04/1967,58,36,FALSE
07/04/1967,59,38,FALSE
08/04/1967,49,42,TRUE
09/04/1967,50,41,TRUE
10/04/1967,54,38,FALSE
11/04/1967,59,40,FALSE
12/04/1967,49,41,TRUE
13/04/1967,49,36,TRUE
14/04/1967,52,35,TRUE
15/04/1967,54,33,FALSE
16/04/1967,47,39,TRUE
17/04/1967,48,39,TRUE
18/04/1967,45,40,TRUE
19/04/1967,51,36,FALSE
20/04/1967,49,42,TRUE
21/04/1967,55,43,TRUE
22/04/1967,61,43,TRUE
23/04/1967,59,44,FALSE
24/04/1967,61,39,TRUE
25/04/1967,51,39,TRUE
26/04/1967,55,39,TRUE
27/04/1967,44,40,TRUE
28/04/1967,54,40,FALSE
29/04/1967,55,39,FALSE
30/04/1967,58,44,FALSE
01/05/1967,57,44,FALSE
02/05/1967,54,46,FALSE
03/05/1967,56,47,FALSE
04/05/1967,62,48,FALSE
05/05/1967,64,46,FALSE
06/05/1967,67,48,FALSE
07/05/1967,66,49,TRUE
08/05/1967,57,45,TRUE
09/05/1967,54,43,FALSE
10/05/1967,52,43,TRUE
11/05/1967,53,42,TRUE
12/05/1967,59,45,FALSE
13/05/1967,59,45,FALSE
14/05/1967,61,43,FALSE
15/05/1967,69,50,FALSE
16/05/1967,79,49,FALSE
17/05/1967,70,51,FALSE
18/05/1967,70,50,FALSE
19/05/1967,76,49,FALSE
20/05/1967,82,54,FALSE
21/05/1967,69,51,FALSE
22/05/1967,61,50,FALSE
23/05/1967,63,45,FALSE
24/05/1967,62,44,FALSE
25/05/1967,65,43,FALSE
26/05/1967,74,49,FALSE
27/05/1967,67,48,FALSE
28/05/1967,70,47,TRUE
29/05/1967,61,46,TRUE
30/05/1967,57,45,TRUE
31/05/1967,66,49,FALSE
01/06/1967,79,55,FALSE
02/06/1967,66,55,TRUE
03/06/1967,64,54,FALSE
04/06/1967,74,51,FALSE
05/06/1967,80,51,FALSE
06/06/1967,67,49,FALSE
07/06/1967,65,51,FALSE
08/06/1967,64,51,FALSE
09/06/1967,69,50,FALSE
10/06/1967,67,51,FALSE
11/06/1967,67,52,FALSE
12/06/1967,71,51,FALSE
13/06/1967,70,50,FALSE
14/06/1967,74,51,FALSE
15/06/1967,80,52,FALSE
16/06/1967,81,54,FALSE
17/06/1967,83,58,FALSE
18/06/1967,82,55,FALSE
19/06/1967,87,58,FALSE
20/06/1967,61,55,TRUE
21/06/1967,57,53,TRUE
22/06/1967,67,53,TRUE
23/06/1967,72,55,FALSE
24/06/1967,76,56,FALSE
25/06/1967,80,58,FALSE
26/06/1967,67,52,FALSE
27/06/1967,69,56,FALSE
28/06/1967,74,54,FALSE
29/06/1967,73,56,FALSE
30/06/1967,75,53,FALSE
01/07/1967,78,56,FALSE
02/07/1967,83,59,FALSE
03/07/1967,87,57,FALSE
04/07/1967,75,58,FALSE
05/07/1967,76,57,FALSE
06/07/1967,68,53,FALSE
07/07/1967,74,51,FALSE
08/07/1967,67,55,FALSE
09/07/1967,72,50,FALSE
10/07/1967,79,55,FALSE
11/07/1967,84,55,FALSE
12/07/1967,81,60,FALSE
13/07/1967,74,57,FALSE
14/07/1967,76,56,FALSE
15/07/1967,81,56,FALSE
16/07/1967,80,55,FALSE
17/07/1967,75,56,FALSE
18/07/1967,73,57,FALSE
19/07/1967,73,59,TRUE
20/07/1967,68,60,FALSE
21/07/1967,76,59,FALSE
22/07/1967,81,55,FALSE
23/07/1967,83,55,FALSE
24/07/1967,79,55,FALSE
25/07/1967,75,54,FALSE
26/07/1967,69,58,FALSE
27/07/1967,75,58,FALSE
28/07/1967,76,53,FALSE
29/07/1967,81,55,FALSE
30/07/1967,81,57,FALSE
31/07/1967,77,61,FALSE
01/08/1967,83,56,FALSE
02/08/1967,86,55,FALSE
03/08/1967,87,57,FALSE
04/08/1967,77,55,FALSE
05/08/1967,73,56,FALSE
06/08/1967,73,58,FALSE
07/08/1967,75,60,FALSE
08/08/1967,79,52,FALSE
09/08/1967,91,61,FALSE
10/08/1967,88,63,FALSE
11/08/1967,84,59,FALSE
12/08/1967,85,59,FALSE
13/08/1967,89,59,FALSE
14/08/1967,88,61,FALSE
15/08/1967,92,60,FALSE
16/08/1967,98,59,FALSE
17/08/1967,89,61,FALSE
18/08/1967,86,55,FALSE
19/08/1967,88,58,FALSE
20/08/1967,86,60,TRUE
21/08/1967,79,65,FALSE
22/08/1967,83,61,FALSE
23/08/1967,72,58,FALSE
24/08/1967,76,58,FALSE
25/08/1967,80,55,FALSE
26/08/1967,89,54,FALSE
27/08/1967,87,66,FALSE
28/08/1967,95,58,FALSE
29/08/1967,81,58,FALSE
30/08/1967,78,56,FALSE
31/08/1967,79,58,FALSE
01/09/1967,81,60,TRUE
02/09/1967,77,61,FALSE
03/09/1967,81,55,FALSE
04/09/1967,80,58,FALSE
05/09/1967,79,57,FALSE
06/09/1967,75,60,TRUE
07/09/1967,75,52,FALSE
08/09/1967,79,55,FALSE
09/09/1967,66,56,TRUE
10/09/1967,75,59,TRUE
11/09/1967,64,53,TRUE
12/09/1967,69,47,FALSE
13/09/1967,76,50,FALSE
14/09/1967,85,56,FALSE
15/09/1967,93,57,FALSE
16/09/1967,91,57,FALSE
17/09/1967,78,57,FALSE
18/09/1967,74,55,FALSE
19/09/1967,79,55,FALSE
20/09/1967,76,61,FALSE
21/09/1967,78,56,FALSE
22/09/1967,70,51,FALSE
23/09/1967,73,51,FALSE
24/09/1967,77,49,FALSE
25/09/1967,73,52,FALSE
26/09/1967,78,54,FALSE
27/09/1967,89,52,FALSE
28/09/1967,76,52,FALSE
29/09/1967,63,56,TRUE
30/09/1967,61,55,TRUE
01/10/1967,58,54,TRUE
02/10/1967,66,52,TRUE
03/10/1967,60,51,TRUE
04/10/1967,66,49,TRUE
05/10/1967,61,51,TRUE
06/10/1967,63,54,TRUE
07/10/1967,68,53,TRUE
08/10/1967,70,49,FALSE
09/10/1967,71,52,FALSE
10/10/1967,64,57,TRUE
11/10/1967,64,53,TRUE
12/10/1967,61,51,FALSE
13/10/1967,57,53,TRUE
14/10/1967,62,46,FALSE
15/10/1967,60,45,FALSE
16/10/1967,62,50,FALSE
17/10/1967,63,49,FALSE
18/10/1967,58,46,TRUE
19/10/1967,59,45,FALSE
20/10/1967,55,40,TRUE
21/10/1967,59,49,TRUE
22/10/1967,59,50,TRUE
23/10/1967,58,44,FALSE
24/10/1967,55,44,TRUE
25/10/1967,57,44,FALSE
26/10/1967,53,41,FALSE
27/10/1967,60,46,TRUE
28/10/1967,57,46,FALSE
29/10/1967,57,45,FALSE
30/10/1967,66,51,TRUE
31/10/1967,59,47,TRUE
01/11/1967,52,44,FALSE
02/11/1967,59,39,FALSE
03/11/1967,53,42,FALSE
04/11/1967,61,43,FALSE
05/11/1967,59,42,FALSE
06/11/1967,58,37,FALSE
07/11/1967,53,48,TRUE
08/11/1967,56,48,TRUE
09/11/1967,53,48,TRUE
10/11/1967,55,47,TRUE
11/11/1967,53,45,TRUE
12/11/1967,56,48,FALSE
13/11/1967,58,45,TRUE
14/11/1967,59,50,TRUE
15/11/1967,57,49,TRUE
16/11/1967,57,48,FALSE
17/11/1967,54,44,FALSE
18/11/1967,51,45,FALSE
19/11/1967,51,38,FALSE
20/11/1967,48,35,FALSE
21/11/1967,46,32,FALSE
22/11/1967,50,42,TRUE
23/11/1967,51,44,TRUE
24/11/1967,52,39,FALSE
25/11/1967,45,32,FALSE
26/11/1967,44,31,FALSE
27/11/1967,47,41,TRUE
28/11/1967,45,35,TRUE
29/11/1967,47,40,TRUE
30/11/1967,45,41,TRUE
01/12/1967,49,41,TRUE
02/12/1967,50,42,TRUE
03/12/1967,50,41,TRUE
04/12/1967,47,40,TRUE
05/12/1967,44,35,TRUE
06/12/1967,46,35,TRUE
07/12/1967,44,35,TRUE
08/12/1967,44,37,TRUE
09/12/1967,55,40,TRUE
10/12/1967,54,41,TRUE
11/12/1967,44,34,FALSE
12/12/1967,42,29,TRUE
13/12/1967,38,25,FALSE
14/12/1967,37,25,FALSE
15/12/1967,41,27,FALSE
16/12/1967,39,32,FALSE
17/12/1967,37,32,TRUE
18/12/1967,38,31,FALSE
19/12/1967,36,31,FALSE
20/12/1967,34,28,FALSE
21/12/1967,48,30,TRUE
22/12/1967,52,46,TRUE
23/12/1967,53,49,TRUE
24/12/1967,53,50,TRUE
25/12/1967,52,49,TRUE
26/12/1967,50,48,TRUE
27/12/1967,49,47,FALSE
28/12/1967,49,46,TRUE
29/12/1967,47,42,FALSE
30/12/1967,43,39,FALSE
31/12/1967,46,38,TRUE
01/01/1968,47,33,TRUE
02/01/1968,38,29,FALSE
03/01/1968,41,30,FALSE
04/01/1968,44,38,TRUE
05/01/1968,41,32,TRUE
06/01/1968,38,30,FALSE
07/01/1968,44,31,TRUE
08/01/1968,43,35,TRUE
09/01/1968,48,35,TRUE
10/01/1968,38,34,TRUE
11/01/1968,42,33,FALSE
12/01/1968,45,39,TRUE
13/01/1968,54,44,TRUE
14/01/1968,59,50,TRUE
15/01/1968,53,40,TRUE
16/01/1968,47,38,TRUE
17/01/1968,49,37,TRUE
18/01/1968,53,42,TRUE
19/01/1968,52,45,TRUE
20/01/1968,59,50,TRUE
21/01/1968,56,47,TRUE
22/01/1968,49,44,FALSE
23/01/1968,55,41,FALSE
24/01/1968,56,35,TRUE
25/01/1968,39,33,TRUE
26/01/1968,41,31,TRUE
27/01/1968,37,26,FALSE
28/01/1968,36,25,TRUE
29/01/1968,35,29,TRUE
30/01/1968,38,29,TRUE
31/01/1968,40,35,TRUE
01/02/1968,48,37,TRUE
02/02/1968,55,42,TRUE
03/02/1968,54,43,TRUE
04/02/1968,51,39,FALSE
05/02/1968,47,37,FALSE
06/02/1968,54,37,FALSE
07/02/1968,60,35,FALSE
08/02/1968,55,33,FALSE
09/02/1968,62,37,FALSE
10/02/1968,57,37,FALSE
11/02/1968,54,30,FALSE
12/02/1968,63,38,FALSE
13/02/1968,55,38,FALSE
14/02/1968,53,35,FALSE
15/02/1968,53,33,FALSE
16/02/1968,54,34,FALSE
17/02/1968,53,44,TRUE
18/02/1968,54,50,TRUE
19/02/1968,55,50,TRUE
20/02/1968,55,47,TRUE
21/02/1968,55,48,TRUE
22/02/1968,55,48,TRUE
23/02/1968,56,49,TRUE
24/02/1968,59,45,FALSE
25/02/1968,55,39,TRUE
26/02/1968,59,44,FALSE
27/02/1968,70,45,FALSE
28/02/1968,68,40,FALSE
29/02/1968,68,40,FALSE
01/03/1968,62,47,FALSE
02/03/1968,59,46,FALSE
03/03/1968,58,45,FALSE
04/03/1968,58,48,TRUE
05/03/1968,56,43,TRUE
06/03/1968,52,40,FALSE
07/03/1968,49,39,TRUE
08/03/1968,52,34,FALSE
09/03/1968,52,33,FALSE
10/03/1968,56,41,FALSE
11/03/1968,55,44,TRUE
12/03/1968,57,45,TRUE
13/03/1968,53,42,TRUE
14/03/1968,53,42,TRUE
15/03/1968,49,43,TRUE
16/03/1968,50,42,TRUE
17/03/1968,52,40,TRUE
18/03/1968,54,36,FALSE
19/03/1968,58,38,FALSE
20/03/1968,69,39,FALSE
21/03/1968,68,44,FALSE
22/03/1968,63,49,FALSE
23/03/1968,58,45,TRUE
24/03/1968,56,42,TRUE
25/03/1968,52,43,TRUE
26/03/1968,55,43,TRUE
27/03/1968,48,44,TRUE
28/03/1968,52,44,TRUE
29/03/1968,53,38,TRUE
30/03/1968,54,32,FALSE
31/03/1968,56,42,FALSE
01/04/1968,55,44,TRUE
02/04/1968,59,45,TRUE
03/04/1968,58,45,FALSE
04/04/1968,53,43,TRUE
05/04/1968,55,39,FALSE
06/04/1968,53,42,TRUE
07/04/1968,54,42,FALSE
08/04/1968,55,40,FALSE
09/04/1968,66,40,FALSE
10/04/1968,59,40,TRUE
11/04/1968,53,36,FALSE
12/04/1968,47,33,TRUE
13/04/1968,50,33,FALSE
14/04/1968,48,42,TRUE
15/04/1968,52,36,TRUE
16/04/1968,50,35,TRUE
17/04/1968,55,34,FALSE
18/04/1968,49,39,TRUE
19/04/1968,52,37,FALSE
20/04/1968,54,36,FALSE
21/04/1968,55,38,FALSE
22/04/1968,64,39,FALSE
23/04/1968,60,44,TRUE
24/04/1968,53,43,FALSE
25/04/1968,56,47,FALSE
26/04/1968,58,44,FALSE
27/04/1968,69,43,FALSE
28/04/1968,76,46,FALSE
29/04/1968,71,49,FALSE
30/04/1968,58,46,TRUE
01/05/1968,60,41,FALSE
02/05/1968,65,43,FALSE
03/05/1968,68,45,FALSE
04/05/1968,59,42,FALSE
05/05/1968,51,41,TRUE
06/05/1968,57,44,FALSE
07/05/1968,62,44,FALSE
08/05/1968,71,45,FALSE
09/05/1968,74,53,FALSE
10/05/1968,66,50,FALSE
11/05/1968,67,48,FALSE
12/05/1968,56,46,TRUE
13/05/1968,59,44,FALSE
14/05/1968,67,50,FALSE
15/05/1968,67,47,FALSE
16/05/1968,76,48,FALSE
17/05/1968,80,47,FALSE
18/05/1968,79,50,FALSE
19/05/1968,71,57,TRUE
20/05/1968,65,52,TRUE
21/05/1968,64,50,FALSE
22/05/1968,66,52,FALSE
23/05/1968,66,50,TRUE
24/05/1968,68,51,FALSE
25/05/1968,63,53,TRUE
26/05/1968,66,51,FALSE
27/05/1968,67,52,TRUE
28/05/1968,69,54,FALSE
29/05/1968,65,52,TRUE
30/05/1968,67,51,FALSE
31/05/1968,65,51,TRUE
01/06/1968,60,54,TRUE
02/06/1968,68,53,TRUE
03/06/1968,67,52,FALSE
04/06/1968,71,51,FALSE
05/06/1968,74,50,FALSE
06/06/1968,63,51,FALSE
07/06/1968,62,51,FALSE
08/06/1968,61,52,FALSE
09/06/1968,67,51,FALSE
10/06/1968,70,55,TRUE
11/06/1968,64,50,FALSE
12/06/1968,66,48,FALSE
13/06/1968,64,52,TRUE
14/06/1968,70,49,FALSE
15/06/1968,75,50,FALSE
16/06/1968,72,53,FALSE
17/06/1968,74,52,FALSE
18/06/1968,81,53,FALSE
19/06/1968,67,54,TRUE
20/06/1968,70,51,FALSE
21/06/1968,67,49,TRUE
22/06/1968,65,53,TRUE
23/06/1968,75,54,FALSE
24/06/1968,82,58,FALSE
25/06/1968,87,61,FALSE
26/06/1968,71,59,TRUE
27/06/1968,62,51,TRUE
28/06/1968,60,50,TRUE
29/06/1968,68,48,FALSE
30/06/1968,72,51,FALSE
01/07/1968,87,55,FALSE
02/07/1968,92,62,FALSE
03/07/1968,87,57,FALSE
04/07/1968,77,57,FALSE
05/07/1968,80,58,FALSE
06/07/1968,85,55,FALSE
07/07/1968,85,56,FALSE
08/07/1968,85,60,FALSE
09/07/1968,76,56,FALSE
10/07/1968,78,60,FALSE
11/07/1968,67,60,TRUE
12/07/1968,66,55,TRUE
13/07/1968,72,50,TRUE
14/07/1968,68,56,FALSE
15/07/1968,68,53,TRUE
16/07/1968,72,50,FALSE
17/07/1968,74,56,FALSE
18/07/1968,76,54,FALSE
19/07/1968,68,53,TRUE
20/07/1968,70,54,FALSE
21/07/1968,72,52,FALSE
22/07/1968,71,54,FALSE
23/07/1968,74,53,FALSE
24/07/1968,81,56,FALSE
25/07/1968,78,56,FALSE
26/07/1968,82,55,FALSE
27/07/1968,88,58,FALSE
28/07/1968,87,59,FALSE
29/07/1968,81,56,FALSE
30/07/1968,85,56,FALSE
31/07/1968,91,59,FALSE
01/08/1968,90,62,FALSE
02/08/1968,78,56,FALSE
03/08/1968,72,57,FALSE
04/08/1968,73,57,FALSE
05/08/1968,71,57,FALSE
06/08/1968,74,53,FALSE
07/08/1968,78,52,FALSE
08/08/1968,79,55,FALSE
09/08/1968,85,57,FALSE
10/08/1968,87,60,FALSE
11/08/1968,79,53,FALSE
12/08/1968,76,54,FALSE
13/08/1968,65,53,TRUE
14/08/1968,58,56,TRUE
15/08/1968,67,56,FALSE
16/08/1968,69,56,FALSE
17/08/1968,69,56,TRUE
18/08/1968,66,54,TRUE
19/08/1968,61,52,TRUE
20/08/1968,69,53,FALSE
21/08/1968,71,52,FALSE
22/08/1968,67,57,TRUE
23/08/1968,65,56,TRUE
24/08/1968,61,54,TRUE
25/08/1968,60,54,TRUE
26/08/1968,74,53,TRUE
27/08/1968,67,56,TRUE
28/08/1968,72,57,TRUE
29/08/1968,75,53,FALSE
30/08/1968,76,55,FALSE
31/08/1968,79,57,FALSE
01/09/1968,63,58,TRUE
02/09/1968,67,55,FALSE
03/09/1968,72,53,FALSE
04/09/1968,76,55,FALSE
05/09/1968,80,57,FALSE
06/09/1968,75,60,FALSE
07/09/1968,72,59,FALSE
08/09/1968,73,55,FALSE
09/09/1968,68,53,FALSE
10/09/1968,70,57,FALSE
11/09/1968,64,56,TRUE
12/09/1968,65,53,FALSE
13/09/1968,60,54,TRUE
14/09/1968,63,54,TRUE
15/09/1968,66,54,FALSE
16/09/1968,61,54,TRUE
17/09/1968,60,52,TRUE
18/09/1968,56,48,TRUE
19/09/1968,55,47,TRUE
20/09/1968,59,46,FALSE
21/09/1968,59,46,FALSE
22/09/1968,59,48,TRUE
23/09/1968,66,55,TRUE
24/09/1968,69,49,FALSE
25/09/1968,69,51,FALSE
26/09/1968,66,52,FALSE
27/09/1968,60,49,FALSE
28/09/1968,67,45,FALSE
29/09/1968,71,47,FALSE
30/09/1968,64,47,FALSE
01/10/1968,58,46,FALSE
02/10/1968,62,42,FALSE
03/10/1968,68,42,FALSE
04/10/1968,62,48,TRUE
05/10/1968,59,46,TRUE
06/10/1968,59,47,FALSE
07/10/1968,56,45,FALSE
08/10/1968,54,41,FALSE
09/10/1968,55,43,TRUE
10/10/1968,54,47,TRUE
11/10/1968,53,46,TRUE
12/10/1968,48,46,TRUE
13/10/1968,55,45,TRUE
14/10/1968,54,45,TRUE
15/10/1968,56,45,TRUE
16/10/1968,56,42,FALSE
17/10/1968,55,43,TRUE
18/10/1968,54,42,FALSE
19/10/1968,51,46,TRUE
20/10/1968,56,45,TRUE
21/10/1968,52,45,TRUE
22/10/1968,54,49,FALSE
23/10/1968,66,52,FALSE
24/10/1968,66,48,FALSE
25/10/1968,56,46,TRUE
26/10/1968,60,42,FALSE
27/10/1968,67,47,FALSE
28/10/1968,62,52,FALSE
29/10/1968,64,52,TRUE
30/10/1968,55,44,TRUE
31/10/1968,52,40,FALSE
01/11/1968,54,36,FALSE
02/11/1968,54,45,TRUE
03/11/1968,52,39,FALSE
04/11/1968,52,35,FALSE
05/11/1968,51,41,TRUE
06/11/1968,55,38,FALSE
07/11/1968,55,46,TRUE
08/11/1968,59,47,TRUE
09/11/1968,57,45,TRUE
10/11/1968,48,45,TRUE
11/11/1968,57,47,TRUE
12/11/1968,49,42,TRUE
13/11/1968,49,38,FALSE
14/11/1968,50,38,FALSE
15/11/1968,45,36,FALSE
16/11/1968,44,36,FALSE
17/11/1968,51,41,TRUE
18/11/1968,55,45,TRUE
19/11/1968,59,46,FALSE
20/11/1968,58,46,TRUE
21/11/1968,54,45,TRUE
22/11/1968,54,47,TRUE
23/11/1968,55,45,FALSE
24/11/1968,52,42,TRUE
25/11/1968,50,42,FALSE
26/11/1968,47,42,TRUE
27/11/1968,50,44,FALSE
28/11/1968,49,38,FALSE
29/11/1968,50,38,TRUE
30/11/1968,43,37,TRUE
01/12/1968,42,37,TRUE
02/12/1968,49,37,TRUE
03/12/1968,51,35,TRUE
04/12/1968,40,35,TRUE
05/12/1968,42,36,TRUE
06/12/1968,44,32,FALSE
07/12/1968,46,41,TRUE
08/12/1968,47,41,TRUE
09/12/1968,53,42,TRUE
10/12/1968,45,41,TRUE
11/12/1968,47,39,TRUE
12/12/1968,44,34,FALSE
13/12/1968,47,41,TRUE
14/12/1968,51,41,TRUE
15/12/1968,52,41,TRUE
16/12/1968,42,37,FALSE
17/12/1968,43,36,TRUE
18/12/1968,43,28,TRUE
19/12/1968,34,27,FALSE
20/12/1968,33,24,FALSE
21/12/1968,35,29,TRUE
22/12/1968,38,33,TRUE
23/12/1968,46,37,TRUE
24/12/1968,49,41,TRUE
25/12/1968,44,33,FALSE
26/12/1968,42,35,TRUE
27/12/1968,37,20,TRUE
28/12/1968,22,13,TRUE
29/12/1968,17,8,FALSE
30/12/1968,18,6,TRUE
31/12/1968,34,13,TRUE
01/01/1969,43,33,TRUE
02/01/1969,42,37,FALSE
03/01/1969,43,37,TRUE
04/01/1969,55,42,TRUE
05/01/1969,51,42,TRUE
06/01/1969,45,40,TRUE
07/01/1969,42,34,TRUE
08/01/1969,38,32,TRUE
09/01/1969,41,35,TRUE
10/01/1969,43,35,TRUE
11/01/1969,39,34,TRUE
12/01/1969,39,29,TRUE
13/01/1969,39,32,TRUE
14/01/1969,40,33,TRUE
15/01/1969,39,33,TRUE
16/01/1969,37,33,TRUE
17/01/1969,35,30,TRUE
18/01/1969,35,28,FALSE
19/01/1969,37,31,TRUE
20/01/1969,36,25,TRUE
21/01/1969,31,25,TRUE
22/01/1969,29,23,FALSE
23/01/1969,29,17,FALSE
24/01/1969,30,18,FALSE
25/01/1969,30,25,TRUE
26/01/1969,27,23,TRUE
27/01/1969,27,21,TRUE
28/01/1969,22,15,TRUE
29/01/1969,27,19,TRUE
30/01/1969,30,22,TRUE
31/01/1969,40,28,TRUE
01/02/1969,39,35,FALSE
02/02/1969,42,35,TRUE
03/02/1969,47,39,TRUE
04/02/1969,45,35,TRUE
05/02/1969,41,31,FALSE
06/02/1969,42,31,FALSE
07/02/1969,44,32,TRUE
08/02/1969,48,37,TRUE
09/02/1969,46,37,TRUE
10/02/1969,51,40,TRUE
11/02/1969,51,41,TRUE
12/02/1969,45,36,TRUE
13/02/1969,47,35,FALSE
14/02/1969,49,37,FALSE
15/02/1969,54,43,TRUE
16/02/1969,52,39,TRUE
17/02/1969,57,38,FALSE
18/02/1969,54,38,FALSE
19/02/1969,50,37,FALSE
20/02/1969,47,37,FALSE
21/02/1969,49,32,FALSE
22/02/1969,49,38,FALSE
23/02/1969,43,35,TRUE
24/02/1969,54,33,FALSE
25/02/1969,49,36,FALSE
26/02/1969,50,35,FALSE
27/02/1969,54,35,FALSE
28/02/1969,54,39,FALSE
01/03/1969,53,41,TRUE
02/03/1969,56,44,FALSE
03/03/1969,45,41,TRUE
04/03/1969,46,39,TRUE
05/03/1969,49,40,TRUE
06/03/1969,49,37,TRUE
07/03/1969,50,33,FALSE
08/03/1969,51,34,FALSE
09/03/1969,51,35,FALSE
10/03/1969,53,33,FALSE
11/03/1969,53,32,FALSE
12/03/1969,52,32,FALSE
13/03/1969,53,33,FALSE
14/03/1969,52,35,FALSE
15/03/1969,54,42,TRUE
16/03/1969,58,41,TRUE
17/03/1969,56,44,TRUE
18/03/1969,51,39,TRUE
19/03/1969,52,42,TRUE
20/03/1969,55,39,FALSE
21/03/1969,58,38,FALSE
22/03/1969,50,41,TRUE
23/03/1969,55,39,FALSE
24/03/1969,59,36,FALSE
25/03/1969,64,41,FALSE
26/03/1969,70,41,FALSE
27/03/1969,56,45,FALSE
28/03/1969,61,40,FALSE
29/03/1969,60,41,TRUE
30/03/1969,67,50,TRUE
31/03/1969,55,45,TRUE
01/04/1969,53,40,TRUE
02/04/1969,48,38,TRUE
03/04/1969,53,35,TRUE
04/04/1969,50,44,TRUE
05/04/1969,55,43,TRUE
06/04/1969,55,43,TRUE
07/04/1969,53,41,FALSE
08/04/1969,66,37,FALSE
09/04/1969,56,44,TRUE
10/04/1969,59,41,FALSE
