Location,Person Count,Vehicle Count,Injuries,Date,Hit Parked Car
1ST AVE N AND NEWTON ST,0,0,0,28/06/2004,N
BOREN AVE AND E YESLER WAY,2,2,1,05/11/2004,N
MAGNOLIA BR WB BETWEEN W GALER ST FLYOVER AND MAGNOLIA E BR,0,0,0,10/12/2004,N
BEACON WR AVE S BETWEEN S COLUMBIAN WAY AND S FERDINAND N ST,2,2,1,17/11/2004,N
14TH AVE S BETWEEN S NEVADA ST AND S OREGON ST,2,2,0,15/07/2004,N
CALIFORNIA AVE SW AND SW JUNEAU ST,2,2,1,02/01/2004,N
E JANSEN CT BETWEEN 20TH AVE E AND DEAD END,1,1,0,03/04/2004,N
NE 145TH ST BETWEEN 145TH ST ON RP AND 5TH AVE NE,0,0,0,01/04/2004,N
AURORA AVE N BETWEEN N 72ND ST AND WEST GREEN LAKE DR N,3,2,1,04/05/2004,N
BOREN AVE BETWEEN BROADWAY AND TERRACE ST,3,2,1,19/10/2004,N
15TH AVE NE BETWEEN NE 120TH ST AND NE 123RD ST,0,2,0,28/01/2004,N
5TH AVE AND UNION ST,3,2,0,08/02/2004,N
RAINIER AVE S BETWEEN S OTHELLO ST AND S FONTANELLE ST,0,0,0,19/08/2004,N
RAINIER AVE S BETWEEN S CLOVERDALE ST AND S HENDERSON ST,2,2,0,04/08/2004,N
12TH AVE E AND E THOMAS ST,2,2,2,10/05/2004,N
LINDEN AVE N AND WINONA AVE N,3,2,0,17/08/2004,N
8TH AVE BETWEEN YESLER WAY AND E FIR ST,0,0,0,21/12/2004,N
N 36TH ST BETWEEN GREENWOOD AVE N AND PHINNEY AVE N,0,0,0,28/10/2004,N
AURORA AVE N BETWEEN N 117TH PL AND N 125TH ST,2,2,0,08/12/2004,N
BANNER WAY NE AND NE 80TH ST,1,1,0,03/02/2004,N
S FISHER PL BETWEEN 53RD AVE S AND SEWARD PARK AVE S,1,1,0,29/02/2004,N
S OTHELLO ST BETWEEN 43RD AVE S AND 44TH AVE S,0,0,0,07/12/2004,N
E LOUISA ST BETWEEN FRANKLIN AVE E AND BOYLSTON AVE E,2,2,0,10/03/2004,N
EDGAR MARTINEZ DR S BETWEEN S ATLANTIC ST OFF RP AND 4TH AVE SB OFF RP,5,3,1,23/07/2004,N
15TH AVE NE AND NE 82ND ST,2,2,0,20/01/2004,N
FAUNTLEROY WAY SW BETWEEN FAUNTLEROY WR S WAY SW AND SW HOLLY ST,4,2,3,14/03/2004,N
RAINIER AVE S BETWEEN S FINDLAY ST AND S ORCAS ST,2,2,0,03/08/2004,N
ROOSEVELT WAY NE BETWEEN NE 69TH ST AND NE 70TH ST,2,2,1,20/07/2004,N
3RD AVE AND CHERRY ST,0,0,0,28/06/2004,N
NW CARKEEK PARK RD BETWEEN POINT B AND POINT C,3,2,0,12/05/2004,N
14TH AVE AND E SPRING ST,2,2,0,08/09/2004,N
23RD AVE S BETWEEN S MAIN ST AND S JACKSON ST,3,2,1,26/05/2004,N
2ND AVE AND COLUMBIA ST,0,0,0,09/07/2004,N
HOWELL ST AND MINOR AVE,3,2,0,27/11/2004,N
14TH AVE S AND S CONCORD ST,2,2,0,14/07/2004,N
NW LEARY WAY BETWEEN 11TH AVE NW AND 14TH AVE NW,2,2,0,23/04/2004,N
NE 145TH ST BETWEEN 5TH AVE NE AND 6TH AVE NE,2,2,2,21/09/2004,N
56TH AVE S BETWEEN RAINIER AVE S AND S FLETCHER ST,2,2,0,21/04/2004,N
BEACON ER AVE S BETWEEN S GRAHAM ST AND S EDDY ST,4,2,2,05/09/2004,N
N 143RD ST BETWEEN AURORA AVE N AND MIDVALE AVE N,0,0,0,19/12/2004,N
4TH AVE W AND ELLIOTT AVE W,2,2,1,24/02/2004,N
SW MORGAN ST BETWEEN 35TH AVE SW AND 36TH AVE SW,0,0,0,28/12/2004,N
8TH AVE W AND W CROCKETT ST,0,0,0,14/12/2004,N
S HINDS ST BETWEEN 18TH AVE S AND 19TH AVE S,0,0,0,06/12/2004,N
NE 85TH ST BETWEEN 30TH AVE NE AND 31ST AVE NE,0,0,0,12/02/2004,N
N NORTHGATE WAY BETWEEN INTERLAKE AVE N AND ASHWORTH AVE N,2,2,0,20/01/2004,N
ALASKAN WY VI NB BETWEEN S ROYAL BROUGHAM WAY ON RP AND SENECA ST OFF RP,1,1,1,26/07/2004,N
15TH AVE NW BETWEEN NW 65TH ST AND NW 67TH ST,2,2,0,01/06/2004,N
RAINIER AVE S AND RAINIER NB I90 EB ON RP,2,2,0,17/05/2004,N
19TH AVE AND E UNION ST,5,2,2,01/12/2004,N
MADISON ST BETWEEN BOREN AVE AND MINOR AVE,0,0,0,16/10/2004,N
QUEEN ANNE AVE N BETWEEN W ROY ST AND VALLEY ST,0,3,0,05/10/2004,N
BROADWAY E BETWEEN E HARRISON ST AND E REPUBLICAN ST,2,2,0,26/07/2004,N
NE 58TH ST BETWEEN 1ST AVE NE AND LATONA AVE NE,2,2,0,05/06/2004,N
S GRAHAM ST BETWEEN 39TH AVE S AND 42ND AVE S,0,0,0,14/09/2004,N
SR509 NB BETWEEN HOLDEN ST OFF RP AND KENYON ON RP,0,0,0,05/03/2004,N
DAYTON AVE N AND N 101ST ST,4,2,2,05/09/2004,N
BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,0,0,0,20/12/2004,N
JAMES ST AND MINOR AVE,2,1,1,27/10/2004,N
AURORA AVE N AND N 93RD ST,2,1,1,13/12/2004,N
16TH AVE S AND S LUCILE ST,0,0,0,01/09/2004,N
GREENWOOD AVE N BETWEEN N 87TH ST AND N 90TH ST,3,2,0,16/09/2004,N
RAINIER AVE S BETWEEN S BAYVIEW ST AND S MCCLELLAN ST,2,2,1,29/02/2004,N
11TH AVE NW AND NW BALLARD WAY,0,0,0,18/05/2004,N
BROADWAY BETWEEN E PIKE ST AND E PINE ST,2,2,0,15/01/2004,N
RAINIER AVE S BETWEEN S CHARLESTOWN ST AND S ANDOVER ST,2,1,1,17/12/2004,N
FRANKLIN AVE E BETWEEN E LYNN ST AND E LOUISA ST,4,3,1,17/04/2004,N
23RD AVE E AND E JOHN ST,2,2,1,19/04/2004,N
28TH AVE S BETWEEN S DAWSON S ST AND S BRANDON ST,2,2,0,14/08/2004,N
WALLINGFORD AVE N AND N 85TH ST,2,2,0,03/03/2004,N
14TH AVE NW AND NW 53RD ST,2,2,0,04/08/2004,N
5TH AVE AND UNION ST,9,3,2,19/06/2004,N
4TH AVE S AND S SPOKANE SR ST,4,3,0,10/02/2004,N
WEST SEATTLE BR EB BETWEEN W SEATTLE BR - I5 NB RP AND 6TH AV S - I5 NB RP,3,2,0,29/11/2004,N
8TH AVE NE AND NE 70TH ST ON RP,5,5,0,25/06/2004,N
BATTERY ST TUNNEL NB BETWEEN ALASKAN WY VI NB AND AURORA AVE N,0,0,0,05/02/2004,N
S LUCILE ST BETWEEN RAINIER AVE S AND 46TH AVE S,2,2,0,14/08/2004,N
2ND AVE SW BETWEEN 2ND AV SW TURN RD AND WEST MARGINAL WAY SW,0,0,0,12/12/2004,N
N NORTHGATE WAY BETWEEN BURKE AVE N AND MERIDIAN AVE N,1,1,0,03/04/2004,N
46TH AVE S BETWEEN S GENESEE ST AND S SNOQUALMIE ST,1,1,0,19/08/2004,N
S GRAHAM ST BETWEEN 33RD AVE S AND M L KING JR WR WAY S,2,2,0,07/09/2004,N
AURORA AVE N BETWEEN HOWE ST AND LYNN ST,1,1,1,30/10/2004,N
ROOSEVELT WAY NE BETWEEN NE 100TH ST AND NE 102ND ST,3,3,2,04/08/2004,N
NE 45TH ST BETWEEN 17TH NB AVE NE AND 18TH AVE NE,2,1,1,14/03/2004,N
NE 145TH ST BETWEEN 8TH AVE NE AND 10TH AVE NE,2,2,0,10/11/2004,N
3RD AVE NW AND NW 92ND ST,2,2,1,22/07/2004,N
S MICHIGAN ST BETWEEN EAST MARGINAL WAY S AND 4TH AVE S,3,3,0,06/07/2004,N
10TH AVE E AND E REPUBLICAN ST,2,2,0,08/03/2004,N
BATTERY ST TUNNEL SB BETWEEN AURORA AVE N AND ALASKAN WY VI SB,3,3,0,11/06/2004,N
AURORA AVE N BETWEEN N 140TH ST AND N 141ST ST,3,2,2,06/12/2004,N
LAKE CITY WAY NE BETWEEN NE 117TH ST AND NE 120TH ST,0,0,0,06/12/2004,N
RAINIER AVE S BETWEEN S ANGELINE ST AND S EDMUNDS ST,3,2,0,02/08/2004,N
E BOSTON ST BETWEEN YALE AVE E AND EASTLAKE AVE E,2,2,0,21/08/2004,N
4TH AVE AND PINE ST,2,2,1,05/11/2004,N
EAST GREEN LAKE DR N BETWEEN BAGLEY AVE N AND MERIDIAN AVE N,4,3,0,26/06/2004,N
NE 45TH ST BETWEEN ROOSEVELT WAY NE AND 11TH AVE NE,0,0,0,13/12/2004,N
2ND AVE AND BELL ST,3,2,2,28/05/2004,N
DEXTER AVE N BETWEEN JOHN ST AND THOMAS ST,2,1,0,24/09/2004,N
N 35TH ST BETWEEN FREMONT AVE N AND TROLL AVE N,0,0,0,09/12/2004,N
61ST AVE S AND S NORFOLK ST,2,2,0,19/01/2004,N
6TH AVE AND MADISON ST,4,2,0,08/12/2004,N
ALASKAN WY VI SB BETWEEN ALASKAN WY VI SB EFR OFF RP AND S HOLGATE ST,2,2,0,27/09/2004,N
FAIRVIEW AVE N BETWEEN FAIRVIEW AVE E AND EASTLAKE AVE E,2,2,0,17/02/2004,N
31ST AVE NW BETWEEN NW 80TH ST AND LOYAL WAY NW,2,2,0,26/07/2004,N
RAINIER AVE S BETWEEN S ORCAS ST AND S MEAD ST,0,0,0,08/12/2004,N
SWIFT AVE S AND S ALBRO PL,2,2,1,23/11/2004,N
BOREN AVE AND PIKE ST,2,2,0,22/11/2004,N
BEACON WR AVE S BETWEEN S BENNETT ST AND S BRANDON ST,2,2,0,10/08/2004,N
NW 85TH ST BETWEEN 1ST AVE NW AND 3RD AVE NW,1,0,1,18/09/2004,N
PIKE ST BETWEEN 6TH AVE AND 7TH AVE,2,2,1,11/03/2004,N
BOREN AVE BETWEEN E ALDER ST AND BROADWAY,2,2,1,22/04/2004,N
DENNY WAY AND FAIRVIEW AVE,2,2,0,14/04/2004,N
15TH AVE W BETWEEN W ARMORY WAY AND W BOSTON ST,2,2,0,17/09/2004,N
35TH AVE SW AND SW WILLOW ST,2,2,1,21/07/2004,N
WEST SEATTLE BR EB BETWEEN 1ST AV S OFF RP AND SPOKANE ST - W SEA B RP,2,2,1,04/02/2004,N
46TH AVE S BETWEEN S WEBSTER ST AND S AUSTIN ST,2,2,0,13/07/2004,N
15TH AV W NB OFF RP AND W DRAVUS ST,4,2,0,27/04/2004,N
35TH AVE S AND S ALASKA ST,2,1,1,15/06/2004,N
ROOSEVELT WAY NE BETWEEN NE 42ND N ST AND NE 43RD S ST,2,2,0,29/06/2004,N
35TH AVE SW AND SW MORGAN ST,0,0,0,24/10/2004,N
CHEASTY BLVD S BETWEEN 24TH PL S AND BEACON ER AVE S,2,2,0,04/08/2004,N
BROOKLYN AVE NE BETWEEN NE 41ST ST AND NE 42ND ST,2,1,1,06/04/2004,N
7TH AVE NE BETWEEN NE 53RD ST AND NE 55TH ST,2,2,0,18/11/2004,N
SR509 NB BETWEEN HOLDEN ST ON RP AND 1ST AV S BR NB,4,3,0,18/02/2004,N
5TH AVE N AND MERCER ST,6,2,0,24/01/2004,N
S WELLER ST BETWEEN 6TH AVE S AND MAYNARD AVE S,2,2,0,18/11/2004,N
13TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,4,4,0,30/11/2004,N
DENNY WAY AND PONTIUS AVE N,0,0,0,29/12/2004,N
34TH AVE NW BETWEEN NW 57TH ST AND NW 59TH ST,2,2,0,13/01/2004,N
10TH AVE E BETWEEN E ALOHA ST AND E PROSPECT ST,2,2,0,05/12/2004,N
PIKE ST BETWEEN TERRY AVE AND BOREN AVE,3,3,0,19/01/2004,N
CHERRY ST BETWEEN 5TH AVE AND 6TH AVE,1,1,0,07/02/2004,N
FREMONT AVE N BETWEEN FREMONT WAY N AND XW N40,0,0,0,06/01/2004,N
16TH AVE S AND EAST MARGINAL WAY S,1,1,1,18/06/2004,N
DEXTER AVE N AND GALER ST,2,2,0,10/12/2004,N
6TH AVE S BETWEEN S ORCAS ST AND S FIDALGO ST,0,0,0,29/10/2004,N
GREENWOOD AVE N BETWEEN N 127TH ST AND N 130TH ST,0,0,0,31/03/2004,N
NE NORTHGATE WAY BETWEEN 11TH AVE NE AND 12TH AVE NE,0,0,0,03/03/2004,N
14TH AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,2,2,0,05/11/2004,N
AURORA BR BETWEEN RAYE ST AND BRIDGE WAY N,0,0,0,02/08/2004,N
S BAYVIEW ST BETWEEN 21ST AVE S AND 22ND AVE S,0,0,0,28/10/2004,N
2ND AVE AND PINE ST,2,2,0,25/03/2004,N
23RD AVE S AND S MCCLELLAN ST,2,2,0,09/04/2004,N
35TH AVE NE BETWEEN NE 98TH ST AND NE 100TH ST,3,2,1,04/05/2004,N
3RD AVE S AND S LANDER ST,2,2,0,20/05/2004,N
EVANSTON AVE N BETWEEN N 34TH ST AND N 35TH ST,0,0,0,10/04/2004,N
RAINIER AVE S BETWEEN 33RD AVE S AND S CHARLESTOWN ST,0,0,0,21/04/2004,N
ELLIOTT AVE W BETWEEN W HARRISON ST AND 6TH AVE W,2,2,2,28/02/2004,N
S CLOVERDALE ST BETWEEN CLOVERDALE ST OFF RP AND 5TH AVE S,3,3,1,09/06/2004,N
LEARY AVE NW BETWEEN NW IONE PL AND 20TH AVE NW,0,0,0,08/12/2004,N
MELROSE AVE BETWEEN PIKE ST AND PINE ST,0,0,0,13/09/2004,N
35TH AVE SW BETWEEN SW ELMGROVE S ST AND SW SOUTHERN ST,2,2,0,26/06/2004,N
MONTLAKE BLVD NE BETWEEN NE 45TH ST RP AND NE 45TH ST,4,2,1,29/09/2004,N
,2,2,0,15/06/2004,N
WEST MARGINAL WAY SW BETWEEN SW DAKOTA ST AND SW IDAHO ST,1,1,1,03/12/2004,N
N NORTHGATE WAY BETWEEN MERIDIAN AVE N AND CORLISS AVE N,2,2,0,16/06/2004,N
NE 65TH ST BETWEEN 31ST W AVE NE AND 31ST E AVE NE,3,2,1,04/09/2004,N
31ST AVE NE AND NE 117TH ST,2,2,0,26/07/2004,N
10TH AVE S AND S JACKSON ST,0,0,0,07/12/2004,N
11TH AVE NE AND NE RAVENNA WB BV,2,2,2,14/12/2004,N
42ND AVE SW BETWEEN SW OREGON ST AND SW ALASKA ST,3,3,0,14/10/2004,N
15TH AVE S BETWEEN S SNOQUALMIE ST AND S ANGELINE ST,2,2,2,23/08/2004,N
3RD AVE AND CEDAR ST,2,2,0,20/05/2004,N
N 130TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,2,2,0,23/01/2004,N
18TH AVE BETWEEN E MARION ST AND E SPRING ST,2,2,0,27/03/2004,N
N NORTHGATE WAY BETWEEN CORLISS AVE N AND 1ST AVE NE,0,0,0,27/05/2004,N
1ST AVE NE AND I5 NB 1ST AV NE OFF RP,2,2,0,08/05/2004,N
W GALER ST FLYOVER BETWEEN ELLIOTT AVE W AND MAGNOLIA BR WB,4,1,1,06/01/2004,N
10TH AVE E BETWEEN E ALOHA ST AND E PROSPECT ST,3,2,1,23/09/2004,N
54TH AVE NE BETWEEN NE 68TH ST AND NE 70TH W ST,2,2,0,22/09/2004,N
GREENWOOD AVE N AND N 84TH ST,2,2,1,07/05/2004,N
6TH AVE BETWEEN PIKE ST AND PINE ST,5,2,0,27/03/2004,N
SW ADMIRAL WAY BETWEEN 41ST AVE SW AND 42ND AVE SW,2,2,0,11/08/2004,N
RAINIER AVE S BETWEEN S BAYVIEW ST AND S MCCLELLAN ST,0,0,0,26/07/2004,N
M L KING JR ER WAY S AND S CLOVERDALE ST,2,2,0,27/08/2004,N
SAND POINT WAY NE AND NE 123RD ST,2,1,1,22/09/2004,N
TAYLOR AVE N BETWEEN THOMAS ST AND HARRISON ST,2,2,0,23/05/2004,N
NE 78TH ST BETWEEN ROOSEVELT WAY NE AND 11TH AVE NE,2,2,0,04/09/2004,N
23RD AVE S AND S MCCLELLAN ST,2,2,1,30/04/2004,N
FREMONT PL N BETWEEN FREMONT AVE N AND N 36TH ST,2,2,0,04/08/2004,N
NE PACIFIC ST BETWEEN NE PACIFIC PL AND UNIV HOSPITAL DR,0,0,0,14/11/2004,N
E UNION ST BETWEEN BELMONT AVE AND BOYLSTON AVE,2,2,0,04/08/2004,N
15TH AVE S BETWEEN S COLLEGE ST AND S BAYVIEW ST,2,2,0,06/11/2004,N
8TH AVE AND MADISON ST,2,2,0,04/10/2004,N
RAINIER AVE S BETWEEN S MOUNT BAKER EB BV AND S HANFORD ST,2,2,0,05/01/2004,N
NE 50TH ST BETWEEN ROOSEVELT WAY NE AND 11TH AVE NE,4,3,1,03/08/2004,N
DEARBORN ST OFF RP AND S DEARBORN ST,2,2,0,25/04/2004,N
PHINNEY AVE N BETWEEN N 87TH ST AND N 90TH ST,2,2,0,26/06/2004,N
5TH AVE BETWEEN UNION ST AND PIKE ST,2,2,0,04/05/2004,N
N 46TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,2,2,0,24/05/2004,N
AURORA AVE N BETWEEN BATTERY ST TUNNEL NB AND THOMAS ST,2,2,0,03/06/2004,N
6TH AVE AND CHERRY ST,2,1,1,31/05/2004,N
WEST SEATTLE BR WB BETWEEN SW ADMIRAL WY OFF RP AND POINT A,4,2,2,12/02/2004,N
NE 45TH ST BETWEEN 16TH AVE NE AND 17TH SB AVE NE,3,3,0,27/03/2004,N
S HENDERSON ST BETWEEN RAINIER AVE S AND 53RD AVE S,2,2,0,10/06/2004,N
EAST MARGINAL WAY S BETWEEN S FIDALGO ST AND 1ST AVE S,2,2,0,09/04/2004,N
48TH AVE S AND S FONTANELLE ST,2,2,0,12/04/2004,N
16TH AVE AND E DENNY WAY,2,2,0,01/06/2004,N
,0,0,0,26/06/2004,N
35TH AVE SW BETWEEN SW BARTON ST AND SW CAMBRIDGE ST,2,2,1,09/12/2004,N
23RD AVE E AND E JOHN ST,4,2,4,08/05/2004,N
AURORA AVE N BETWEEN N 44TH ST AND GREEN LAKE WAY N,2,2,0,30/08/2004,N
15TH AVE S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,3,1,3,22/05/2004,N
NE PRINCETON WAY BETWEEN NE 65TH W ST AND PRINCETON AVE NE,0,0,0,28/11/2004,N
HARVARD AVE E BETWEEN E ROANOKE ST AND E EDGAR ST,2,2,1,18/09/2004,N
E MADISON ST BETWEEN 23RD AVE E AND 24TH AVE E,2,2,1,12/06/2004,N
DENSMORE AVE N BETWEEN N 95TH ST AND N 97TH ST,2,2,1,11/08/2004,N
12TH AVE E AND E JOHN ST,3,2,0,19/09/2004,N
6TH AVE AND WALL ST,3,2,2,01/04/2004,N
HARVARD AVE E BETWEEN E THOMAS ST AND E HARRISON ST,2,2,0,30/06/2004,N
NE 75TH ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,0,0,0,11/10/2004,N
3RD AVE AND CEDAR ST,5,2,3,17/09/2004,N
SPRING ST BETWEEN 8TH AVE AND 9TH AVE,5,5,0,02/09/2004,N
NE 40TH ST BETWEEN 7TH AVE NE AND UNIVERSITY BR OFF RP,2,1,1,07/11/2004,N
1ST AVE AND UNION ST,2,1,1,01/07/2004,N
12TH AVE S AND BOREN AVE S,4,2,2,16/03/2004,N
41ST AVE SW AND SW ADMIRAL WAY,3,2,3,06/11/2004,N
MELROSE AVE BETWEEN PIKE ST AND PINE ST,2,1,0,19/09/2004,N
S 116TH PL BETWEEN RENTON AVE S AND 69TH PL S,3,2,0,12/11/2004,N
S MYRTLE ST BETWEEN SEWARD PARK AVE S AND BRIGHTON LN S,2,2,0,18/09/2004,N
40TH AVE NE AND NE 55TH ST,2,1,1,20/08/2004,N
NE 123RD ST BETWEEN HIRAM PL NE AND 28TH AVE NE,1,1,0,22/08/2004,N
1ST AVE NE BETWEEN NE PACIFIC ST AND NE 40TH ST,2,2,0,09/04/2004,N
STONE AVE N BETWEEN N 128TH ST AND N 130TH ST,0,0,0,06/11/2004,N
M L KING JR WR WAY S BETWEEN S ELMGROVE ST AND S THISTLE ST,4,2,4,26/04/2004,N
36TH AVE S BETWEEN S GENESEE ST AND S OREGON ST,2,2,0,20/07/2004,N
AIRPORT WAY S BETWEEN AIRPORT SB WAY S AND S ATLANTIC ST,2,2,1,10/05/2004,N
QUEEN ANNE AVE N BETWEEN W GALER ST AND GARFIELD ST,0,0,0,17/07/2004,N
ASHWORTH AVE N BETWEEN N 92ND ST AND N 95TH ST,2,2,0,24/03/2004,N
28TH AVE NW AND NW 90TH ST,2,2,0,22/07/2004,N
EAST GREEN LAKE DR N BETWEEN 4TH AVE NE AND LATONA AVE NE,0,0,0,20/12/2004,N
3RD AVE N BETWEEN ROY ST AND VALLEY ST,3,2,0,10/12/2004,N
MERIDIAN AVE N AND N 80TH ST,3,3,1,07/09/2004,N
15TH AVE W BETWEEN W WHEELER ST AND GILMAN DR W,2,2,2,28/04/2004,N
N 125TH ST BETWEEN AURORA AVE N AND STONE AVE N,3,2,1,05/10/2004,N
AURORA AVE N BETWEEN AURORA AV SB OFF RP AND ROY ST,5,4,0,06/12/2004,N
12TH AVE S AND S KING ST,6,3,4,28/04/2004,N
14TH AVE BETWEEN E PINE ST AND E OLIVE ST,2,2,0,30/09/2004,N
1ST AVE AND BROAD ST,2,2,0,12/07/2004,N
36TH AVE NE AND NE 70TH ST,4,3,1,02/08/2004,N
M L KING JR ER WAY S BETWEEN MERTON WAY S AND S NORFOLK ST,0,0,0,24/06/2004,N
5TH AVE NE BETWEEN NE 112TH N ST AND NE 115TH ST,2,2,0,14/08/2004,N
AURORA AVE N BETWEEN WEST GREEN LAKE WAY N AND N 66TH ST,1,1,1,27/08/2004,N
SW TRENTON ST BETWEEN 35TH AVE SW AND 36TH AVE SW,2,2,0,05/06/2004,N
JEFFERSON ST BETWEEN 5TH AVE AND 6TH AVE,2,2,0,28/01/2004,N
,1,1,0,17/03/2004,N
BEACH DR SW BETWEEN SW CHARLESTOWN ST AND SW ANDOVER ST,0,0,0,14/11/2004,N
3RD AVE AND COLUMBIA ST,2,2,0,14/02/2004,N
1ST AVE BETWEEN VINE ST AND CEDAR ST,2,1,1,04/08/2004,N
RAINIER AVE S BETWEEN S GENESEE N ST AND S GENESEE S ST,3,1,2,17/10/2004,N
LATONA AVE NE AND NE 50TH E ST,3,2,0,08/12/2004,N
DENNY WAY AND WESTLAKE AVE,2,2,0,06/03/2004,N
S HAWTHORN RD BETWEEN WILSON AVE S AND OAKHURST RD S,1,1,0,12/03/2004,N
LAKE CITY WAY NE AND NE 115TH ST,2,1,1,20/10/2004,N
E CHERRY ST BETWEEN 14TH AVE AND 15TH AVE,5,4,0,22/01/2004,N
8TH AVE NE BETWEEN NE 45TH E ST AND NE 47TH ST,3,2,0,17/07/2004,N
RAVENNA AVE NE BETWEEN NE 55TH ST AND RAVENNA PL NE,4,2,0,05/05/2004,N
W MERCER PL BETWEEN W MERCER ST AND 6TH AVE W,2,2,0,17/06/2004,N
BOREN AVE BETWEEN E FIR ST AND E ALDER ST,5,3,1,26/02/2004,N
RAINIER AVE S AND SEWARD PARK AVE S,2,2,1,07/09/2004,N
RAINIER AVE S AND S ANDOVER ST,2,2,0,25/05/2004,N
25TH AVE AND E UNION ST,2,2,0,11/12/2004,N
N 103RD ST BETWEEN AURORA S AVE N AND MIDVALE AVE N,2,2,0,01/10/2004,N
HARVARD AVE E AND E EDGAR ST,0,0,0,26/10/2004,N
14TH AVE S AND S CONCORD ST,5,2,0,03/12/2004,N
DEXTER AVE N BETWEEN DENNY WAY AND JOHN ST,0,0,0,15/07/2004,N
20TH AVE S BETWEEN S LANE ST AND S DEARBORN ST,2,2,0,08/08/2004,N
15TH AVE NE AND PINEHURST WAY NE,2,2,0,01/04/2004,N
5TH AVE N BETWEEN VALLEY ST AND ALOHA ST,2,2,0,13/05/2004,N
11TH AVE W BETWEEN W GALER ST AND W GARFIELD ST,5,3,0,10/10/2004,N
WEST SEATTLE BR EB BETWEEN DELRIDGE-W SEATTLE BR EB ON RP AND 26TH AV SW ON RP,3,2,2,12/05/2004,N
S SPOKANE SR ST BETWEEN COLORADO AVE S AND 1ST AV S OFF RP,2,2,0,16/08/2004,N
35TH AVE SW BETWEEN SW 98TH ST AND SW 99TH ST,2,2,0,08/03/2004,N
1ST AVE AND MARION ST,2,2,1,08/01/2004,N
,0,0,0,29/08/2004,N
S COLUMBIAN WAY BETWEEN 14TH AVE S AND S SPOKANE ST,0,0,0,13/08/2004,N
LAKE CITY WAY NE BETWEEN NE 80TH ST AND 15TH AVE NE,3,2,2,10/09/2004,N
S MORGAN ST BETWEEN 51ST AVE S AND 52ND AVE S,2,2,0,01/09/2004,N
M L KING JR WR WAY S AND S HENDERSON ST,3,2,0,29/10/2004,N
34TH AVE SW AND SW TRENTON ST,2,2,1,07/10/2004,N
S HENDERSON ST BETWEEN 50TH AVE S AND RAINIER AVE S,1,1,0,21/12/2004,N
ALKI AVE SW BETWEEN BONAIR DR SW AND 53RD AVE SW,2,2,0,07/08/2004,N
WALLINGFORD AVE N BETWEEN N 82ND ST AND N 85TH ST,6,5,1,04/06/2004,N
AURORA AVE N BETWEEN N NORTHGATE WAY AND N 107TH S ST,1,1,0,30/07/2004,N
RAINIER AVE S BETWEEN S PILGRIM ST AND S NORFOLK ST,2,2,1,07/12/2004,N
LAKE CITY WAY NE AND NE 80TH ST,2,2,0,20/10/2004,N
NE RAVENNA WB BV BETWEEN 15TH S AVE NE AND 16TH AVE NE,1,1,1,22/11/2004,N
NW 59TH ST BETWEEN 1ST AVE NW AND 3RD AVE NW,2,2,0,27/01/2004,N
20TH AVE E BETWEEN E ALOHA ST AND E PROSPECT ST,2,2,0,27/04/2004,N
S ALASKA PL AND S ALASKA ST,2,2,1,06/02/2004,N
1ST AVE N BETWEEN THOMAS ST AND HARRISON ST,0,0,0,06/08/2004,N
22ND AVE NW AND NW 59TH ST,0,0,0,18/12/2004,N
PIER 91 ACCESS RD AND W GALER ST FLYOVER,2,2,0,01/07/2004,N
,2,2,0,06/01/2004,N
EASTLAKE AVE E AND FUHRMAN AVE E,0,0,0,08/09/2004,N
ALASKAN WY VI NB BETWEEN S HOLGATE ST AND SR99 REPUBLICAN OFF RP,0,0,0,22/08/2004,N
21ST AVE BETWEEN E ALDER ST AND E TERRACE ST,1,1,0,07/03/2004,N
REPUBLICAN ST AND WESTLAKE AVE N,0,0,0,17/03/2004,N
11TH AVE NW AND NW BALLARD WAY,2,2,0,27/09/2004,N
RAINIER AVE S AND S EDMUNDS ST,4,2,3,30/06/2004,N
QUEEN ANNE AVE N AND THOMAS ST,2,2,0,29/07/2004,N
M L KING JR ER WAY S BETWEEN MERTON WAY S AND S NORFOLK ST,4,2,2,20/09/2004,N
NE 65TH ST BETWEEN 20TH AVE NE AND 21ST W AVE NE,2,1,1,24/09/2004,N
34TH AVE SW AND SW 100TH ST,2,2,0,21/10/2004,N
SPRING ST BETWEEN BOYLSTON AVE AND HARVARD AVE,2,2,0,02/08/2004,N
5TH AVE AND JEFFERSON ST,0,0,0,12/07/2004,N
14TH AVE S BETWEEN S CLOVERDALE ST AND S DONOVAN ST,2,2,0,17/09/2004,N
DAVIS PL S BETWEEN S DEARBORN ST AND S CHARLES ST,2,2,0,04/04/2004,N
2ND AVE W BETWEEN W GARFIELD ST AND W BLAINE ST,3,3,0,16/08/2004,N
32ND AVE S AND M L KING JR ER WAY S,3,2,1,26/03/2004,N
